0501#S.G. Affaires Intérieures,Décentralisation et Sécurité# #Gouvernement#05#INTERIEURE, DECENTRALISATION ET SECURITE#Gouvernement
0502#Comité Provincial Bas-Congo# #Gouvernement#05#INTERIEURE, DECENTRALISATION ET SECURITE#Gouvernement
0503#Comité Provincial Equateur# #Gouvernement#05#INTERIEURE, DECENTRALISATION ET SECURITE#Gouvernement
0504#Comité Provincial Kasï-Occidental# #Gouvernement#05#INTERIEURE, DECENTRALISATION ET SECURITE#Gouvernement
0505#Comité Provincial Kasaï-Oriental# #Gouvernement#05#INTERIEURE, DECENTRALISATION ET SECURITE#Gouvernement
0506#Comité Provincial Katanga# #Gouvernement#05#INTERIEURE, DECENTRALISATION ET SECURITE#Gouvernement
0507#Comité Provincial Kinshasa# #Gouvernement#05#INTERIEURE, DECENTRALISATION ET SECURITE#Gouvernement
0508#Comité Provincial Maniema# #Gouvernement#05#INTERIEURE, DECENTRALISATION ET SECURITE#Gouvernement
0509#Comité Provincial Nord-Kivu# #Gouvernement#05#INTERIEURE, DECENTRALISATION ET SECURITE#Gouvernement
0510#Comité Provincial Oriental# #Gouvernement#05#INTERIEURE, DECENTRALISATION ET SECURITE#Gouvernement
0511#Comité Provincial Sud-Kivu# #Gouvernement#05#INTERIEURE, DECENTRALISATION ET SECURITE#Gouvernement
0512#Comité Provincial Bandundu# #Gouvernement#05#INTERIEURE, DECENTRALISATION ET SECURITE#Gouvernement
0600#AFFAIRES ETRANGERES ET COOPERATION INTERNATIONALE# #Gouvernement#06#AFFAIRES ETRANGERES ET COOPERATION INTERNATIONALE#Gouvernement
2701#S.G. Urbanisme et Habitat# #Gouvernement#27#URBANISME ET HABITAT#Gouvernement
2800#AFFAIRES FONCIERES# #Gouvernement#28#AFFAIRES FONCIERES#Gouvernement
3001#S.G. des Actifs# #Gouvernement#30#FONCTION PUBLIQUE#Gouvernement
3002#S.G. des Retraités# #Gouvernement#30#FONCTION PUBLIQUE#Gouvernement
3100#AFFAIRES SOCIALES,ACTION HUMANITAIRE ET SOLIDARITE NATIONALE# #Gouvernement#31#AFFAIRES SOCIALES,ACTION HUMANITAIRE ET SOLIDARITE NATIONALE#Gouvernement
0301#Cabinet du Premier Ministre# #Gouvernement#03#PRIMATURE#Gouvernement
0400#AGRICULTURE# #Gouvernement#04#AGRICULTURE#Gouvernement
1001#Cabinet du Ministre des Finances# #Gouvernement#10#FINANCES#Gouvernement
1002#S.G. Finances# #Gouvernement#10#FINANCES#Gouvernement
1003#Office des Douanes et Assises#OFIDA#Gouvernement#10#FINANCES#Gouvernement
1004#Direction Générale des Impôts#DGI#Gouvernement#10#FINANCES#Gouvernement
1005#Direction Générale des Recettes Administratives et Domaniales#DGRAD#Gouvernement#10#FINANCES#Gouvernement
1006#Inspection Générale des Finances#IGF#Gouvernement#10#FINANCES#Gouvernement
1007#Conseil Permanent de la Comptabilite au Congo#CPCC#Gouvernement#10#FINANCES#Gouvernement
1008#Ecole Nationale des Finances#ENF#Gouvernement#10#FINANCES#Gouvernement
1009#Bureau Central de Coordination#BCeECO#Gouvernement#10#FINANCES#Gouvernement
1010#Banque Centrale du Congo#BCC#Gouvernement#10#FINANCES#Gouvernement
1011#Office de Gestion de la Dette Publique#OGEDEP#Gouvernement#10#FINANCES#Gouvernement
1100#BUDGET# #Gouvernement#11#BUDGET#Gouvernement
1301#S.G. Economie# #Gouvernement#13#ECONOMIE NATIONALE ET COMMERCE#Gouvernement
1302#S.G. Commerce Extérieur# #Gouvernement#13#ECONOMIE NATIONALE ET COMMERCE#Gouvernement
1400#COMMUNICATION ET DES MEDIAS# #Gouvernement#14#COMMUNICATION ET DES MEDIAS#Gouvernement
3101#S.G. Affaires Humanitaires# #Gouvernement#31#AFFAIRES SOCIALES,ACTION HUMANITAIRE ET SOLIDARITE NATIONALE#Gouvernement
3102#S.G. Affaires Sociales# #Gouvernement#31#AFFAIRES SOCIALES,ACTION HUMANITAIRE ET SOLIDARITE NATIONALE#Gouvernement
3200#CULTURE ET ARTS# #Gouvernement#32#CULTURE ET ARTS#Gouvernement
0601#S.G. Affaires Etrangères# #Gouvernement#06#AFFAIRES ETRANGERES ET COOPERATION INTERNATIONALE#Gouvernement
0602#S.G. Coopération Internationale# #Gouvernement#06#AFFAIRES ETRANGERES ET COOPERATION INTERNATIONALE#Gouvernement
0603#S.G. Intégration régionale# #Gouvernement#06#AFFAIRES ETRANGERES ET COOPERATION INTERNATIONALE#Gouvernement
0604#Cabinet du Ministre de la Coopération Internatiuonale# #Gouvernement#06#AFFAIRES ETRANGERES ET COOPERATION INTERNATIONALE#Gouvernement
